hgnc_symbol	OrganelleDB.Score	Compartments.Score	CSPA.Score	LOCATE_score	LocDB.Score	GO.Score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
1972	RRAS2	0	1	0	0	1	0	1	0	no	1
1973	UNC79	0	1	0	0	0	0	0	1	YES	0
1974	CATSPERB	0	1	0	1	0	0	0	0	no	1
1975	ADAM20	0	1	0	0	0	0	0	0	no	0
1976	IL5RA	0	1	1	1	1	0	0	0	no	0
1977	IRAK2	0	1	0	0	0	0	0	0	no	1
1978	CHL1	0	1	1	1	1	0	0	0	no	0
1979	SORT1	0	1	1	1	0	0	1	1	YES	0
1980	CD101	0	1	1	0	0	0	0	0	no	1
1981	SLC38A2	0	1	0	0	0	1	1	0	no	1
1982	ANO3	0	1	0	1	0	0	0	0	no	0
1983	HRH4	0	1	0	0	1	0	0	0	no	0
1984	EMP1	0	1	1	0	0	0	0	0	no	1
1985	SLCO1B1	0	1	0	0	0	1	1	0	no	0
1986	RAB33A	0	1	0	0	0	0	0	0	no	1
1987	DAGLA	0	1	0	1	0	0	0	0	no	0
1988	GIF	0	1	0	0	0	0	0	0	no	0
1989	APLNR	0	1	1	1	0	1	1	0	no	0
1990	KLB	0	1	0	0	0	1	0	0	no	0
1991	ANXA1	0	1	0	0	1	1	1	1	YES	0
1992	ADAM19	0	1	1	0	0	0	0	0	no	1
1993	UPK3B	0	1	0	1	0	0	0	0	no	1
1994	HILPDA	0	1	0	0	0	0	0	0	no	1
1995	KMT2E	0	1	0	0	0	0	0	0	no	0
1996	NT5E	0	1	1	1	0	0	0	1	YES	0
1997	MRAP2	0	1	0	0	0	0	0	0	no	0
1998	AMHR2	0	1	0	1	1	1	0	0	no	0
1999	KCNH3	0	1	0	1	1	1	0	0	no	1
2000	NMBR	0	1	0	1	0	1	0	1	YES	0
2001	REPS1	0	1	0	0	0	0	1	1	YES	0
2002	HTRA2	0	1	0	1	0	1	0	0	no	1
2003	RGS8	0	1	0	0	1	1	1	0	no	0
2004	MRPL44	0	1	0	0	0	0	0	1	YES	0
2005	SLC19A3	0	1	0	1	0	0	0	0	no	1
2006	TMBIM1	0	1	0	0	0	0	0	0	no	1
2007	TMEM127	0	1	0	0	0	0	1	0	no	0
2008	EDAR	0	1	0	0	1	0	0	0	no	0
2009	GPR45	0	1	0	0	0	0	0	0	no	0
2010	SLC41A2	0	1	0	0	0	0	0	0	no	0
2011	COG3	0	1	0	0	0	0	0	1	YES	0
2012	IL6	0	1	0	0	0	1	0	0	no	1
2013	MYO1G	0	1	0	0	0	0	1	0	no	0
2014	TTYH3	0	1	1	1	0	0	0	0	no	0
2015	ABHD17C	0	1	0	0	0	0	1	0	no	0
2016	CIB2	0	1	0	0	0	0	0	0	no	0
2017	NMT1	0	1	0	0	0	0	0	1	YES	0
2018	RTP4	0	1	0	1	0	0	0	0	no	1
2019	CD302	0	1	1	1	0	1	1	0	no	0
2020	BLK	0	1	0	0	0	1	0	0	no	1
2021	KCTD3	0	1	0	0	0	0	0	0	no	1
2022	IL1RN	0	1	0	0	0	0	0	0	no	0
2023	CFC1	0	1	0	0	1	0	0	0	no	0
2024	GAD2	0	1	0	0	0	0	1	0	no	0
2025	LRRC8A	0	1	1	1	0	0	1	0	no	0
2026	RALGPS1	0	1	0	1	0	0	0	0	no	0
2027	OR1J1	0	1	0	1	0	0	0	0	no	0
2028	OR13C9	0	1	0	1	0	0	0	0	no	0
2029	DAB2IP	0	1	0	0	0	1	1	0	no	0
2030	STX17	0	1	0	0	0	0	0	0	no	1
2031	RGS3	0	1	0	0	0	0	1	0	no	1
2032	OR1L4	0	1	0	1	0	0	0	0	no	0
2033	CTSV	0	1	1	0	0	0	0	1	YES	0
2034	SIT1	0	1	0	1	1	1	0	0	no	0
2035	DCTN3	0	1	0	0	0	0	0	0	no	1
2036	RIPOR2	0	1	0	0	0	0	1	0	no	0
2037	TMEM63B	0	1	1	0	0	0	0	1	YES	0
2038	FRS3	0	1	0	0	0	0	0	0	no	1
2039	RIPK1	0	1	0	0	0	0	0	1	YES	0
2040	HLA-F	0	1	1	1	0	0	0	0	no	0
2041	SLCO5A1	0	1	0	0	0	1	0	0	no	0
2042	SULF1	0	1	1	0	0	0	1	0	no	0
2043	SORL1	0	1	1	0	0	1	0	0	no	1
2044	MMP7	0	1	0	0	0	0	0	0	no	1
2045	FXYD6	0	1	0	0	0	1	0	0	no	1
2046	UNC13C	0	1	0	0	0	0	1	0	no	0
2047	THBS1	0	1	1	0	0	0	0	1	YES	0
2048	ABCG5	0	1	0	0	0	1	1	0	no	1
2049	CALHM2	0	1	0	0	0	1	0	0	no	1
2050	EXOC6	0	1	0	0	0	0	0	0	no	1
2051	DNAJC13	0	1	0	0	0	0	0	0	no	1
2052	GPR87	0	1	0	0	0	1	0	0	no	1
2053	GUCA1C	0	1	0	0	0	0	0	0	no	1
2054	TSPAN11	0	1	0	1	0	1	0	0	no	1
2055	TRHDE	0	1	1	0	1	1	0	0	no	0
2056	ABCC9	0	1	0	1	1	1	0	0	no	1
2057	SYT1	0	1	0	1	1	0	0	0	no	0
2058	RXYLT1	0	1	0	1	0	1	0	0	no	1
2059	RAB21	0	1	0	0	0	0	0	0	no	0
2060	LIPG	0	1	1	0	0	0	0	0	no	0
2061	SNCAIP	0	1	0	0	0	0	0	0	no	1
2062	GDE1	0	1	0	0	0	0	1	0	no	1
2063	CORO1C	0	1	0	0	0	0	0	0	no	0
2064	TRAF5	0	1	0	0	0	1	0	0	no	1
2065	ENOX1	0	1	0	0	0	0	1	1	YES	0
2066	MSMO1	0	1	0	1	0	0	0	0	no	0
2067	CLCN3	0	1	0	1	1	1	0	0	no	1
2068	MIB1	0	1	0	0	0	0	1	1	YES	0
2069	USP14	0	1	0	0	0	0	0	0	no	1
2070	DPEP1	0	1	1	0	0	0	1	0	no	1
2071	CYBA	0	1	0	1	0	1	0	0	no	0
2072	UTP20	0	1	0	0	0	0	0	1	YES	0
2073	ADGRD1	0	1	0	1	0	0	0	0	no	1
2074	RIMBP2	0	1	0	0	0	0	1	0	no	0
2075	BFAR	0	1	0	0	0	1	0	0	no	0
2076	MPP5	0	1	0	0	1	0	0	1	YES	0
2077	SCARB1	0	1	1	0	0	1	1	0	no	1
2078	ERP29	0	1	0	0	0	0	0	0	no	1
2079	ANKRD13A	0	1	0	0	0	0	1	1	YES	0
2080	TRPV4	0	1	0	1	1	1	1	0	no	0
2081	MESD	0	1	0	0	0	0	0	0	no	1
2082	CDH1	0	1	1	1	0	1	1	1	YES	0
2083	PDGFRB	0	1	1	0	0	1	0	0	no	1
2084	FAT2	0	1	0	0	0	0	0	0	no	0
2085	CYSTM1	0	1	0	0	0	0	0	0	no	0
2086	SPPL2A	0	1	1	0	0	0	1	0	no	1
2087	SPG11	0	1	0	0	0	0	0	1	YES	0
2088	APH1B	0	1	0	1	0	1	0	0	no	0
2089	RAB11A	0	1	0	0	0	0	1	0	no	1
2090	SLC24A1	0	1	0	1	0	1	0	0	no	1
2091	NEO1	0	1	1	1	1	1	0	1	YES	0
2092	SEMA7A	0	1	1	0	0	0	1	0	no	1
2093	CDHR2	0	1	0	1	0	1	1	0	no	0
2094	ATP5F1B	0	1	0	0	0	0	0	0	no	1
2095	TSPAN13	0	1	1	1	0	1	0	0	no	1
2096	RAB27B	0	1	0	0	0	0	0	1	YES	0
2097	ZDHHC2	0	1	0	0	0	1	0	0	no	0
2098	MTUS1	0	1	0	1	1	0	0	0	no	1
2099	CACNG4	0	1	0	1	0	1	0	0	no	1
2100	MTFR1	0	1	0	0	0	0	0	0	no	1
2101	CDH19	0	1	1	1	0	1	0	0	no	0
2102	SMAD7	0	1	0	0	1	1	0	0	no	1
2103	TRPA1	0	1	0	0	1	1	0	0	no	0
2104	LPO	0	1	0	0	0	0	0	0	no	0
2105	VMP1	0	1	0	0	0	0	0	0	no	1
2106	RAB11FIP3	0	1	0	0	0	0	0	0	no	1
2107	AXIN1	0	1	0	0	0	0	1	0	no	1
2108	RPE65	0	1	0	0	0	0	0	0	no	0
2109	IL12RB2	0	1	0	1	0	1	0	1	YES	0
2110	MGRN1	0	1	0	0	0	0	0	0	no	0
2111	DNAJA3	0	1	0	0	0	1	1	0	no	1
2112	TRAF4	0	1	0	0	0	0	0	0	no	0
2113	RGS9	0	1	0	0	0	1	0	0	no	1
2114	SMURF2	0	1	0	0	0	0	0	0	no	1
2115	ERP44	0	1	0	0	0	0	0	0	no	0
2116	SLC27A6	0	1	0	0	0	0	0	0	no	1
2117	GNAO1	0	1	0	0	0	1	0	0	no	0
2118	CSNK2A2	0	1	0	0	0	0	0	0	no	1
2119	GSDMD	0	1	0	0	0	0	0	0	no	1
2120	SLC9A3R1	0	1	0	0	0	0	1	1	YES	0
2121	VAMP7	0	1	0	0	1	0	0	0	no	1
2122	ANOS1	0	1	0	0	0	0	1	0	no	0
2123	ACIN1	0	1	0	0	0	0	0	1	YES	0
2124	AJUBA	0	1	0	0	0	0	0	0	no	1
2125	CDH20	0	1	0	0	0	1	0	0	no	0
2126	PHLPP1	0	1	0	0	0	0	0	0	no	0
2127	TIMP2	0	1	0	0	0	0	0	0	no	0
2128	TRPC5	0	1	0	1	0	1	0	0	no	0
2129	SLA2	0	1	0	0	0	1	1	0	no	1
2130	SAMHD1	0	1	0	0	0	0	0	1	YES	0
2131	GRIK5	0	1	0	1	1	1	1	1	YES	0
2132	KCNQ4	0	1	0	1	1	1	1	0	no	0
2133	RASA4	0	1	0	0	0	1	1	0	no	1
2134	MAP2K2	0	1	0	0	0	0	0	0	no	1
2135	MAPK3	0	1	0	0	0	0	0	0	no	1
2136	SYTL4	0	1	0	0	0	0	1	0	no	1
2137	SCARF1	0	1	0	1	0	0	0	0	no	0
2138	SLC27A5	0	1	0	1	0	0	0	0	no	0
2139	ABCA7	0	1	1	0	1	0	1	1	YES	0
2140	PRKCQ	0	1	0	0	0	0	0	0	no	1
2141	PLPPR5	0	1	0	1	0	1	0	1	YES	0
2142	KIF18A	0	1	0	0	0	0	0	0	no	1
2143	ARVCF	0	1	0	0	0	0	0	1	YES	0
2144	SYP	0	1	0	0	0	0	0	0	no	0
2145	PACSIN2	0	1	0	0	0	0	0	1	YES	0
2146	PLEKHA4	0	1	0	0	0	0	0	1	YES	0
2147	MREG	0	1	0	0	0	0	1	0	no	1
2148	EHD2	0	1	0	0	1	0	1	1	YES	0
2149	NOX4	0	1	0	1	1	1	1	0	no	1
2150	NAPA	0	1	0	0	0	0	0	0	no	1
2151	BLVRB	0	1	0	0	0	0	0	1	YES	0
2152	SPTBN4	0	1	0	0	0	0	0	0	no	1
2153	NOTCH3	0	1	0	0	0	0	0	0	no	1
2154	C6	0	1	0	0	0	1	0	0	no	0
2155	PRKCG	0	1	0	0	0	0	0	0	no	0
2156	TNR	0	1	0	0	0	0	0	0	no	0
2157	APLP2	0	1	1	1	1	0	0	0	no	1
2158	CDON	0	1	1	1	0	1	0	0	no	0
2159	ELANE	0	1	1	1	0	0	0	0	no	0
2160	TANC1	0	1	0	0	0	0	1	0	no	0
2161	CD81	0	1	0	1	1	1	1	1	YES	0
2162	CNRIP1	0	1	0	0	0	0	0	0	no	1
2163	CNTN3	0	1	1	0	0	0	0	0	no	0
2164	PTPN4	0	1	0	0	0	0	0	1	YES	0
2165	EPB41L5	0	1	0	0	0	0	1	1	YES	0
2166	EPCAM	0	1	1	1	0	1	1	1	YES	0
2167	LTK	0	1	0	1	1	1	0	0	no	1
2168	LRP2	0	1	1	0	1	0	1	0	no	1
2169	SYT7	0	1	0	1	0	0	1	0	no	0
2170	VAMP8	0	1	0	0	1	0	1	0	no	0
2171	GRB14	0	1	0	0	0	0	1	0	no	1
2172	STRN	0	1	0	0	0	0	0	0	no	1
2173	CHIC2	0	1	0	0	1	0	0	1	YES	0
2174	KDR	0	1	0	0	0	1	1	1	YES	0
2175	TNFRSF8	0	1	1	1	0	1	0	0	no	0
2176	STK17B	0	1	0	0	0	0	1	1	YES	0
2177	PIK3CA	0	1	0	0	0	0	0	0	no	1
2178	SLC9A1	0	1	1	1	0	1	1	1	YES	0
2179	EHBP1	0	1	0	0	0	0	1	1	YES	0
2180	CDH3	0	1	1	0	0	1	0	0	no	1
2181	NECTIN1	0	1	1	1	0	1	1	0	no	0
2182	TECTA	0	1	0	1	0	0	0	0	no	0
2183	SLC5A7	0	1	0	0	0	1	0	0	no	1
2184	CBLB	0	1	0	0	0	0	0	0	no	1
2185	GPSM2	0	1	0	0	0	0	1	0	no	1
2186	CCNT2	0	1	0	0	0	0	0	1	YES	0
2187	POPDC2	0	1	0	1	0	0	0	0	no	0
2188	UPK1B	0	1	0	1	1	1	0	0	no	0
2189	IL1RL2	0	1	1	0	0	1	0	0	no	0
2190	IL18RAP	0	1	0	0	0	0	0	0	no	0
2191	TXK	0	1	0	0	0	1	1	0	no	1
2192	PCDH10	0	1	0	1	0	1	0	0	no	1
2193	ADAM23	0	1	0	1	0	1	0	0	no	0
2194	SI	0	1	0	0	0	0	1	0	no	0
2195	PRKG2	0	1	0	0	0	0	1	0	no	0
2196	GUCY1B1	0	1	0	0	0	0	0	0	no	1
2197	ADD2	0	1	0	0	0	0	0	1	YES	0
2198	CDH10	0	1	1	0	0	1	0	0	no	0
2199	CSTA	0	1	0	0	0	0	0	0	no	1
2200	BBS7	0	1	0	0	0	0	0	0	no	0
2201	SHC2	0	1	0	0	0	0	0	0	no	1
2202	RAB17	0	1	0	0	1	0	1	0	no	0
2203	WNT5A	0	1	1	0	0	0	0	0	no	0
2204	CNTNAP1	0	1	1	0	0	1	0	0	no	1
2205	ATP6V0A1	0	1	1	1	0	0	0	0	no	1
2206	STAT3	0	1	0	0	0	0	0	0	no	1
2207	FGF10	0	1	0	0	0	0	0	0	no	0
2208	KLKB1	0	1	0	0	0	0	0	0	no	0
2209	FNDC4	0	1	0	0	0	0	0	0	no	1
2210	RAB10	0	1	0	0	0	0	0	0	no	0
2211	FGFRL1	0	1	1	0	0	0	1	0	no	1
2212	ADD1	0	1	0	0	0	0	0	1	YES	0
2213	KCNN2	0	1	0	1	1	0	0	0	no	1
2214	PLPP1	0	1	1	1	0	1	0	1	YES	0
2215	GPBP1	0	1	0	0	0	0	0	1	YES	0
2216	SLC2A9	0	1	1	1	0	1	1	0	no	0
2217	TYK2	0	1	0	0	0	1	0	0	no	1
2218	OLFM2	0	1	0	0	0	1	0	0	no	1
2219	PI4K2B	0	1	0	0	0	0	1	0	no	1
2220	ANXA3	0	1	0	0	0	0	0	0	no	1
2221	ARSB	0	1	1	0	0	0	0	0	no	1
2222	SLC12A7	0	1	1	1	0	1	0	0	no	1
2223	SLC9A3	0	1	0	0	0	0	1	1	YES	0
2224	XRN1	0	1	0	0	0	0	1	1	YES	0
2225	GRK7	0	1	0	0	0	0	0	0	no	0
2226	EVC	0	1	0	0	0	0	0	0	no	1
2227	CDV3	0	1	0	0	0	0	0	1	YES	0
2228	BST1	0	1	1	0	1	1	0	0	no	0
2229	DGKG	0	1	0	0	1	0	0	1	YES	0
2230	KNG1	0	1	1	0	0	0	0	0	no	0
2231	MGLL	0	1	0	0	0	0	0	0	no	1
2232	RAB7A	0	1	0	0	0	0	1	0	no	1
2233	GOLPH3	0	1	0	0	0	0	0	0	no	1
2234	CDH6	0	1	1	0	0	1	0	0	no	0
2235	NPR3	0	1	1	1	0	1	0	0	no	1
2236	RASGRF2	0	1	0	0	0	0	0	0	no	1
2237	CPEB4	0	1	0	0	0	0	1	0	no	1
2238	SLC1A3	0	1	1	1	0	1	0	0	no	1
2239	COBL	0	1	0	0	0	0	1	1	YES	0
2240	ARRDC3	0	1	0	0	0	0	1	0	no	0
2241	GPAM	0	1	0	1	0	0	0	0	no	1
2242	GABRP	0	1	0	0	0	1	1	0	no	0
2243	ABCB6	0	1	0	1	0	0	0	1	YES	0
2244	VDAC1	0	1	1	0	0	0	0	0	no	1
2245	UBE2B	0	1	0	0	0	0	1	1	YES	0
2246	NRP1	0	1	1	1	0	0	0	0	no	1
2247	ADGRF5	0	1	1	1	0	0	0	0	no	0
2248	WWP1	0	1	0	0	0	0	0	1	YES	0
2249	NRXN2	0	1	0	1	0	0	0	0	no	0
2250	MGST2	0	1	0	1	0	0	0	0	no	1
2251	USP4	0	1	0	0	0	0	0	1	YES	0
2252	LAMP3	0	1	1	0	0	0	0	0	no	1
2253	TCIRG1	0	1	0	0	0	1	0	0	no	1
2254	SLC26A4	0	1	0	0	0	1	0	0	no	0
2255	PRKAR2B	0	1	0	0	0	0	1	0	no	1
2256	ABCB1	0	1	1	1	0	0	0	0	no	1
2257	ADAM22	0	1	1	1	0	0	0	0	no	1
2258	SRI	0	1	0	0	0	0	0	0	no	1
2259	CDK14	0	1	0	0	0	0	1	0	no	1
2260	ADAM28	0	1	0	1	0	0	0	1	YES	0
2261	DMTN	0	1	0	0	0	0	1	0	no	0
2262	LZTS1	0	1	0	0	0	0	1	1	YES	0
2263	FSCN3	0	1	0	0	0	0	0	0	no	0
2264	ADAP1	0	1	0	0	0	0	1	1	YES	0
2265	PMS2	0	1	0	0	0	0	0	0	no	1
2266	MAPKAP1	0	1	0	0	0	0	0	0	no	1
2267	PIK3C2A	0	1	0	0	0	0	0	0	no	1
2268	IDE	0	1	0	0	0	0	1	0	no	0
2269	TCTN3	0	1	0	1	0	0	0	0	no	1
2270	CPEB3	0	1	0	0	0	0	1	0	no	1
2271	SLC5A4	0	1	0	0	0	1	0	0	no	0
2272	GABARAPL1	0	1	0	0	0	0	0	0	no	1
2273	PIK3C2G	0	1	0	0	0	0	0	0	no	0
2274	ETNK1	0	1	0	1	0	0	0	1	YES	0
2275	TMEM117	0	1	0	1	0	0	0	1	YES	0
2276	CLSTN3	0	1	0	0	0	0	0	0	no	0
2277	TAPBPL	0	1	0	1	0	0	1	0	no	0
2278	CD27	0	1	1	0	1	1	0	0	no	0
2279	SLC38A4	0	1	0	0	0	1	0	0	no	0
2280	AMIGO2	0	1	1	0	0	0	1	1	YES	0
2281	GLIPR1	0	1	0	0	0	0	0	0	no	0
2282	SLC6A15	0	1	1	1	0	1	0	0	no	1
2283	SLC15A4	0	1	1	1	0	0	0	0	no	1
2284	SLC39A5	0	1	0	0	0	1	1	0	no	1
2285	DHH	0	1	0	0	0	0	1	0	no	0
2286	GPR84	0	1	0	0	0	1	0	0	no	0
2287	LMBR1L	0	1	0	0	0	1	0	0	no	0
2288	ESYT1	0	1	0	0	1	0	1	0	no	1
2289	VPS37B	0	1	0	0	0	0	0	0	no	0
2290	RHOF	0	1	0	0	0	0	0	0	no	1
2291	RAB20	0	1	0	0	0	0	0	0	no	1
2292	CDH24	0	1	0	0	0	1	0	0	no	1
2293	REM2	0	1	0	0	1	0	0	0	no	0
2294	RDH12	0	1	0	0	1	0	0	0	no	0
2295	RAB15	0	1	0	0	0	0	0	0	no	1
2296	GPR65	0	1	1	0	0	1	0	0	no	1
2297	ITPK1	0	1	0	0	0	0	0	0	no	1
2298	DUOXA1	0	1	0	0	0	0	0	0	no	0
2299	SLC27A2	0	1	0	0	0	0	0	0	no	0
2300	MYZAP	0	1	0	0	0	1	0	0	no	0
2301	DISP2	0	1	1	1	0	0	0	0	no	1
2302	TSPAN3	0	1	1	1	0	1	0	0	no	1
2303	TPM1	0	1	0	0	0	0	0	0	no	1
2304	ARRDC4	0	1	0	0	0	0	0	0	no	0
2305	BBS4	0	1	0	0	0	0	0	0	no	1
2306	ABHD2	0	1	0	1	0	0	0	0	no	1
2307	MFGE8	0	1	1	0	0	1	0	0	no	1
2308	FURIN	0	1	0	0	1	0	1	0	no	1
2309	IQGAP1	0	1	0	0	0	1	0	1	YES	0
2310	SEPT12	0	1	0	0	0	0	0	0	no	1
2311	NKD1	0	1	0	0	0	0	0	0	no	1
2312	CDH11	0	1	1	0	0	1	0	0	no	0
2313	ZNF174	0	1	0	0	0	0	0	0	no	1
2314	CPNE7	0	1	0	0	0	0	1	0	no	0
2315	DPEP3	0	1	0	0	0	0	0	0	no	0
2316	EPN3	0	1	0	0	0	1	0	0	no	1
2317	ABCA8	0	1	1	1	0	0	0	0	no	1
2318	CLTC	0	1	1	0	0	0	0	0	no	1
2319	CDH2	0	1	1	1	0	1	0	1	YES	0
2320	SLC39A6	0	1	1	1	0	1	0	0	no	0
2321	GAREM1	0	1	0	0	0	0	0	0	no	1
2322	MYH10	0	1	0	0	0	0	0	0	no	1
2323	TTYH2	0	1	1	1	0	0	0	0	no	0
2324	SECTM1	0	1	0	1	0	0	0	0	no	0
2325	SERPINB12	0	1	0	0	0	0	0	0	no	0
2326	KRT10	0	1	0	0	0	0	0	0	no	0
2327	SLC39A3	0	1	0	1	0	0	0	0	no	1
2328	AKT1	0	1	0	0	0	0	1	0	no	1
2329	EMP3	0	1	1	1	0	0	0	0	no	0
2330	CBLC	0	1	0	0	0	0	0	0	no	1
2331	FXYD7	0	1	0	0	0	1	0	0	no	0
2332	LILRB4	0	1	0	0	0	0	0	0	no	0
2333	TM4SF5	0	1	0	0	0	1	0	1	YES	0
2334	SLC47A1	0	1	0	0	0	0	1	0	no	0
2335	IL22RA1	0	1	0	0	0	0	0	0	no	0
2336	PLK4	0	1	0	0	0	0	0	0	no	1
2337	SLC44A3	0	1	0	1	0	0	0	0	no	0
2338	FNBP1L	0	1	0	0	0	0	0	0	no	1
2339	CELSR2	0	1	1	1	0	0	0	0	no	1
2340	GPR161	0	1	0	1	0	0	0	0	no	1
2341	FCRL4	0	1	0	0	0	0	0	0	no	0
2342	HMCN1	0	1	1	0	0	0	0	0	no	0
2343	SETDB1	0	1	0	0	0	0	0	0	no	1
2344	KCNH1	0	1	0	1	0	1	1	0	no	1
2345	KCNN3	0	1	0	1	1	0	0	0	no	1
2346	ACP1	0	1	0	0	0	0	0	0	no	1
2347	ARF1	0	1	0	0	0	0	1	1	YES	0
2348	CNIH3	0	1	0	1	0	1	1	0	no	0
2349	REN	0	1	0	0	0	0	0	0	no	0
2350	PPFIA4	0	1	0	0	0	0	1	0	no	0
2351	ARL8A	0	1	0	0	0	0	0	0	no	0
2352	PDIA6	0	1	0	0	0	0	0	0	no	1
2353	RHOB	0	1	0	0	1	0	0	0	no	0
2354	ABCG8	0	1	0	0	1	1	1	0	no	1
2355	RPS27A	0	1	0	0	0	0	0	0	no	1
2356	WDPCP	0	1	0	0	0	0	0	0	no	1
2357	OTOF	0	1	0	0	0	0	1	0	no	0
2358	RALB	0	1	0	0	0	0	0	0	no	0
2359	SLC20A1	0	1	0	0	0	1	0	0	no	1
2360	PTH2R	0	1	0	0	1	1	0	0	no	0
2361	CPO	0	1	0	0	0	1	1	0	no	0
2362	ABCA12	0	1	0	1	0	0	0	1	YES	0
2363	ACKR3	0	1	1	0	0	0	1	1	YES	0
2364	RAB5A	0	1	0	0	1	0	0	0	no	0
2365	DYNC1LI1	0	1	0	0	0	0	0	0	no	1
2366	STAC	0	1	0	0	0	0	0	1	YES	0
2367	ARL6IP5	0	1	0	1	0	0	0	0	no	1
2368	LRIG1	0	1	0	1	0	0	0	0	no	1
2369	CNPY2	0	1	0	0	0	1	0	0	no	1
2370	LIMD1	0	1	0	0	0	0	0	0	no	1
2371	STXBP5L	0	1	0	1	0	0	1	0	no	0
2372	DGKQ	0	1	0	0	1	0	1	0	no	0
2373	CENPC	0	1	0	0	0	0	0	0	no	1
2374	EPHA5	0	1	1	1	0	1	0	0	no	0
2375	ATP10D	0	1	0	0	0	0	0	1	YES	0
2376	SLC10A4	0	1	0	0	0	0	0	0	no	0
2377	SLC10A6	0	1	0	0	0	0	0	0	no	0
2378	MARCH1	0	1	0	1	0	0	0	0	no	1
2379	CDH18	0	1	0	1	0	1	0	0	no	0
2380	IQGAP2	0	1	0	0	0	0	0	1	YES	0
2381	RASA1	0	1	0	0	0	1	0	0	no	0
2382	MEGF10	0	1	0	0	0	0	1	0	no	0
2383	KCNMB1	0	1	0	1	0	1	0	0	no	0
2384	PSD2	0	1	0	0	0	0	1	0	no	0
2385	LRRTM2	0	1	0	0	0	0	1	0	no	0
2386	GFRA3	0	1	0	0	0	0	0	1	YES	0
2387	HIST1H2BA	0	1	0	0	0	1	0	0	no	0
2388	MLIP	0	1	0	0	0	0	0	0	no	1
2389	SCUBE3	0	1	0	0	0	0	0	1	YES	0
2390	FGD2	0	1	0	0	0	0	0	0	no	0
2391	ANO7	0	1	0	0	0	0	0	0	no	0
2392	TAAR6	0	1	0	0	0	0	0	0	no	0
2393	TAAR8	0	1	0	0	0	0	0	0	no	0
2394	TAAR1	0	1	0	0	0	0	0	0	no	0
2395	SLC18B1	0	1	0	1	0	1	0	0	no	1
2396	SLC2A12	0	1	0	1	0	1	0	1	YES	0
2397	GNA12	0	1	0	0	0	1	1	0	no	1
2398	LAT2	0	1	0	0	0	0	0	0	no	0
2399	SLC12A9	0	1	1	1	0	0	0	0	no	0
2400	NLGN4X	0	1	1	1	0	1	1	0	no	0
2401	TMEM47	0	1	0	0	0	0	0	0	no	1
2402	CDK16	0	1	0	0	0	1	1	1	YES	0
2403	GPR174	0	1	1	0	0	0	0	0	no	1
2404	FRMPD3	0	1	0	0	0	0	0	0	no	0
2405	HTR2C	0	1	0	1	0	1	0	0	no	0
2406	GPR119	0	1	0	0	0	0	0	0	no	0
2407	DLC1	0	1	0	0	0	0	0	0	no	1
2408	SLC18A1	0	1	0	1	0	1	0	0	no	0
2409	ATP6V1B2	0	1	0	0	0	0	0	0	no	1
2410	TNFRSF10B	0	1	0	1	0	1	0	0	no	0
2411	DOCK5	0	1	0	0	0	0	1	0	no	1
2412	ERLIN2	0	1	0	0	0	0	0	0	no	1
2413	RSPO2	0	1	0	0	0	0	0	0	no	0
2414	GSDMC	0	1	0	0	0	0	0	0	no	1
2415	PLIN2	0	1	0	0	0	0	0	0	no	1
2416	SIGMAR1	0	1	0	1	0	1	1	0	no	0
2417	FAM120A	0	1	0	0	0	0	1	0	no	1
2418	OR13C4	0	1	0	1	0	0	0	0	no	0
2419	OR1K1	0	1	0	1	0	0	0	0	no	0
2420	NOTCH1	0	1	1	1	0	0	0	0	no	1
2421	USP6NL	0	1	0	0	0	0	0	0	no	0
2422	NPFFR1	0	1	0	1	0	1	0	0	no	0
2423	ITPRIP	0	1	1	0	0	0	0	0	no	1
2424	LIN7C	0	1	0	0	0	0	1	0	no	0
2425	LRRC4C	0	1	0	1	0	0	1	0	no	1
2426	SLC1A2	0	1	0	1	0	1	0	0	no	0
2427	OR5F1	0	1	0	0	0	0	0	0	no	0
2428	SLC43A1	0	1	1	0	0	1	0	1	YES	0
2429	TENM4	0	1	1	0	0	1	0	0	no	0
2430	CAPN5	0	1	0	0	0	0	0	0	no	0
2431	PAK1	0	1	0	0	1	0	1	1	YES	0
2432	LAMTOR1	0	1	0	0	0	0	0	1	YES	0
2433	ZP1	0	1	0	1	0	0	0	0	no	0
2434	MS4A3	0	1	0	1	0	0	0	0	no	0
2435	FEZ1	0	1	0	0	1	0	1	0	no	1
2436	ESAM	0	1	1	0	0	0	0	0	no	1
2437	SLC13A3	0	1	0	1	0	1	0	1	YES	0
2438	SLC22A9	0	1	0	1	0	1	1	0	no	0
2439	CAPN1	0	1	0	0	0	0	1	0	no	1
2440	PPP4C	0	1	0	0	0	0	0	1	YES	0
2441	TMEM219	0	1	0	1	0	0	0	0	no	0
2442	CNTN5	0	1	0	0	0	0	0	0	no	1
2443	OR8K1	0	1	0	1	0	0	0	0	no	0
2444	OR5M9	0	1	0	1	0	0	0	0	no	0
2445	FREM2	0	1	1	0	0	0	0	0	no	1
2446	CRIM1	0	1	1	0	1	0	0	0	no	0
2447	SLC7A11	0	1	0	1	0	1	0	0	no	1
2448	ANK3	0	1	0	0	1	0	1	1	YES	0
2449	SLC2A13	0	1	1	1	0	1	0	0	no	1
